Keyword	Match type	Campaign	Ad group	Final URL	Impr.	Clicks	Cost
[wholesale easter eggs]	Exact match	AU_Generic_P-V_Food	Sweets_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_299858573880_x173370679330	7	1	1.53
[bulk wheat]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_2535689033_x173370681730	11	1	3.17
[bulk cornflakes]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_865512182796_x173370681730	7	1	4
[bulk eyewear]	Exact match	AU_Generic_P-V_Apparel	Eyewear_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_312394906021_x182644073921	3	1	10.65
"""wholesale shawls"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_959751642_y179602182193	16	1	5.59
"""wholesale belts"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_332160754004_y179602182193	23	1	5.96
"""mens wholesale hosiery"""	Phrase match	AU_Generic_P-V_Apparel	Socks & Hosiery Men_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_2267889483790_y179602183393	2	1	3.88
[leggings suppliers]	Exact match	AU_Generic_P-V_Apparel	Hosiery & Socks_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_507121873592_x182644071761	2	1	10.16
[mens wholesale polo shirts]	Exact match	AU_Generic_P-V_Apparel	Tops Men_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_354622541429_x182644071521	2	1	6.2
[umbrellas suppliers]	Exact match	AU_Generic_P-V_Apparel	Accessories_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_421458157814_x182644072041	7	1	5.45
[bulk vegetables]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_314622610959_x173370681730	4	1	3.34
"""bulk champagne"""	Phrase match	AU_Generic_P-V_Food	Drinks_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_346676583278_y173370684850	39	1	8.37
[bulk serving trays]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_302606031309_x173370680770	16	1	9.7
"""wholesale biscuits"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_306511248675_y173370685570	8	1	4.42
[batteries wholesale]	Exact match	AU_Generic_P-V_Crafts	Home-Accessories_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_299261719350_x175500734621#mro	4	1	3.3
"""industrial scales"""	Phrase match	AU_Generic_P-V_Industrial	Measurement_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ind_116390695_y179165228338#mro	3	1	3.38
[wholesale baby clothing sets]	Exact match	AU_Generic_P-V_Apparel	Accessories Baby_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_852544288031_x182644072921	13	1	3.95
[headbands suppliers]	Exact match	AU_Generic_P-V_Apparel	Accessories_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_766523874708_x182644072041	1	1	4.94
[mens wholesale shirts]	Exact match	AU_Generic_P-V_Apparel	Tops Men_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_339675896855_x182644071521	2	1	8.07
[wholesale clothing sets baby]	Exact match	AU_Generic_P-V_Apparel	Accessories Baby_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_928466385277_x182644072921	8	1	6.05
"""wholesale sweaters baby"""	Phrase match	AU_Generic_P-V_Apparel	Tops Baby_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1437311872798_y179602181473	10	1	3.98
"""b2b items"""	Phrase match	AU_Generic	B2B_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_457070810590_y174297847170	6	1	5.17
[wholesaler au]	Exact match	AU_Generic	Wholesalers_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_1870047726684_x183777803928	14	1	1.2
"""b2b online platform"""	Phrase match	AU_Generic	B2B_Marketplace_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_295909372282_y174297846410	23	1	2.89
"""cosmetic bags suppliers"""	Phrase match	AU_Generic_P-V_Beauty	Makeup_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_310929087525_y178961839176#sal-spa	4	1	4.1
[wholesale massage tables]	Exact match	AU_Generic_P-V_Beauty	Massage_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_257204671_x181712970681#sal-spa	2	1	4.41
"""wholesale makeup"""	Phrase match	AU_Generic_P-V_Beauty	Makeup_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_298184918375_y178961840136#sal-spa	14	1	7.74
[bulk conditioner]	Exact match	AU_Generic_P-V_Beauty	Hair-Styling_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_330421302174_x181712969001	5	1	2.11
"""wholesale eyeshadow"""	Phrase match	AU_Generic_P-V_Beauty	Makeup_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_296721873520_y178961840136#sal-spa	3	1	5.49
"""amazon business free"""	Phrase match	AU_Brand_Phrase	Pure_ Phrase	https://business.amazon.com.au/?ref_=pd_sl_au_brand_phrase_487064728014_y182824218927	9	1	11.47
[wholesale air fresheners]	Exact match	AU_Generic_P-V_Janitorial	Odour_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_508939625_x175435633582#cle-jan	17	1	4.52
"""wholesale nuts"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_497301881_y173370685570	29	1	2.3
"""bulk whisky"""	Phrase match	AU_Generic_P-V_Food	Drinks_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_331240045404_y173370684850	7	1	2.84
[wholesale digital picture frames]	Exact match	AU_Generic_P-V_Electronics	Camera-Accessories_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_2755872504_x179165232138#comp	5	1	4.18
[wholesale wine]	Exact match	AU_Generic_P-V_Food	Drinks_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_131342700_x173370677890#foo-serv	5	1	5.84
"""mobile phone accessories distributor"""	Phrase match	AU_Generic_P-V_Electronics	Cell-Phones_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_326224268120_y184975937024#comp	15	1	5.04
"""cell phone distributor"""	Phrase match	AU_Generic_P-V_Electronics	Cell-Phones_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_525615941_y184975937024#comp	4	1	4.65
"""wholesale laundry"""	Phrase match	AU_Generic_P-V_Food	Linens_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_295794083486_y173370686810	2	1	3.56
[book distributors]	Exact match	AU_Generic_P-V_Shops	Book Shop_Distributors_Exact	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_47171611_x179602105913	9	1	3.99
"""present suppliers"""	Phrase match	AU_Generic_P-V_Shops	Suppliers_Gifts	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_348113587919_y179602103953	44	1	11.52
[bulk dog supplies]	Exact match	AU_Generic_P-V_Shops	Bulk_Pet Shop_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_1514700184_x179602105193	4	1	4.16
[bulk cat supplies]	Exact match	AU_Generic_P-V_Shops	Bulk_Pet Shop_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_6297930139_x179602105193	1	1	3.99
[distributors toy]	Exact match	AU_Generic_P-V_Shops	Toys Shop_Distributors	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_450836581887_x179602107793	24	1	9.5
"""mens bulk t-shirts"""	Phrase match	AU_Generic_P-V_Apparel	Tops Men_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_329732376135_y179602180993	9	1	9.44
"""bulk mens polo shirts"""	Phrase match	AU_Generic_P-V_Apparel	Tops Men_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_838471830699_y179602180993	13	1	5.53
[cardigans suppliers]	Exact match	AU_Generic_P-V_Apparel	Tops_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_836804620253_x182644071481	6	1	4.49
[sweaters suppliers]	Exact match	AU_Generic_P-V_Apparel	Tops_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_353203004569_x182644071481	2	1	2.16
"""gym equipment sellers"""	Phrase match	AU_Generic_P-V_Gym	Gym-Equipment_Sellers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_gym_1044715845313_y179602184553	3	1	3.77
"""wholesale occasion"""	Phrase match	AU_Generic_P-V_Celebrations	Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_1437368787551_y183739365252	25	1	2.05
[dog treats suppliers]	Exact match	AU_Generic_P-V_Pets	Food_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_pets_612955826352_x178140473437	2	1	1.61
[bulk party decorations]	Exact match	AU_Generic_P-V_Celebrations	Party_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_2010555401_x175435638222	1	1	5.49
[bulk glassware]	Exact match	AU_Generic_P-V_Food	Cultlery_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_776474135_x173370677690	1	1	1.1
[bulk forks]	Exact match	AU_Generic_P-V_Food	Cultlery_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_6346904406_x173370677690	16	1	16.45
"""bulk usb cables"""	Phrase match	AU_Generic_P-V_Electronics	Computers_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_302589065264_y184975937424	34	1	10.92
"""commercial woks"""	Phrase match	AU_Generic_P-V_Food	Pans_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_301611406051_y173370687010	38	1	7.92
"""plates wholesalers"""	Phrase match	AU_Generic_P-V_Food	Plates_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1435913964193_y173370687490	12	1	2.77
[bulk knives]	Exact match	AU_Generic_P-V_Food	Cultlery_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_1885725389_x173370677690	11	1	3.8
[wholesale rum]	Exact match	AU_Generic_P-V_Food	Drinks_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_306119255026_x173370677890	2	1	4
[business multimedia projectors]	Exact match	AU_Generic_P-V_Office	Office-Supplies_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_833543141962_x175041560541#off-pro	15	1	5.81
[acrylic nail suppliers]	Exact match	AU_Generic_P-V_Beauty	Nail-Care_Supplier_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_488833530192_x181712967561#sal-spa	6	1	6.47
[bulk brushes]	Exact match	AU_Generic_P-V_Beauty	Hair-Appliances_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_300502227550_x181712968521	4	1	1.26
[nail implements suppliers]	Exact match	AU_Generic_P-V_Beauty	Nail-Care_Supplier_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_873475728476_x181712967561#sal-spa	40	1	1.74
[bulk women shirts]	Exact match	AU_Generic_P-V_Apparel	Tops Women_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_407898062084_x182644074921	4	1	3.82
"""wholesale bath robes"""	Phrase match	AU_Generic_P-V_Apparel	Sleepwear_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_116754642_y179602181953	21	1	9.81
[wholesale swim shorts]	Exact match	AU_Generic_P-V_Apparel	Swimwear_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_315333800283_x182644073001	2	1	6.43
"""baby clothing sets distributors"""	Phrase match	AU_Generic_P-V_Apparel	Underwear_Bulk_Phrase_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_1435904270811_y179602181673	13	1	1.61
"""tracksuits distributors"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1435916432113_y179602179353	4	1	5.68
"""professional gym equipment"""	Phrase match	AU_Generic_P-V_Gym	Gym-Equipment_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_gym_301186732308_y179602185073	0	1	1.52
"""wholesale bins"""	Phrase match	AU_Generic_P-V_Janitorial	Waste_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_329864775092_y175435632462#cle-jan	78	1	8.58
[wholesale sponges]	Exact match	AU_Generic_P-V_Janitorial	Tools_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_736854093_x175435636542#cle-jan	9	1	7.01
[bulk sponges]	Exact match	AU_Generic_P-V_Janitorial	Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_3365620133_x175435636502	7	1	15.47
[bulk brooms]	Exact match	AU_Generic_P-V_Janitorial	Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_315928493173_x175435636502	1	1	1.98
"""bulk sponges"""	Phrase match	AU_Generic_P-V_Janitorial	Tools_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_11114107274_y175435633662	30	1	4.67
"""wholesale mops"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_341990217074_y175435630022#cle-jan	2	1	3.97
"""wholesale floor mats"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_295200687526_y175435630022#cle-jan	4	1	3.5
[wholesale trays]	Exact match	AU_Generic_P-V_Food	Plates_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_301096726227_x173370682010	1	1	3.4
[bulk champagne]	Exact match	AU_Generic_P-V_Food	Drinks_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_298192878221_x173370678890	7	1	11.83
[office supplies]	Exact match	AU_Generic_P-V_Office	Office_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_20179960_x175041560381#off-pro	42	1	1.43
[office filing system]	Exact match	AU_Generic_P-V_Office	Office_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_302390373735_x175041560381#off-pro	13	1	4.71
[products for the office]	Exact match	AU_Generic_P-V_Office	Office_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_377322376535_x175041560381#off-pro	31	1	11.48
[home office essentials]	Exact match	AU_Generic_P-V_Office	Home-Office_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_342779630137_x175041560341#off-pro	77	1	8.37
[home office supplies]	Exact match	AU_Generic_P-V_Office	Home-Office_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_40694390_x175041560341#off-pro	18	1	2.84
"""home office items"""	Phrase match	AU_Generic_P-V_Office	Home-Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_324870175393_y175041559901#off-pro	32	1	4.44
"""office lighting"""	Phrase match	AU_Generic_P-V_Office	Furniture_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_19649151_y175041559141#off-pro	119	1	9.83
[work from home supplies]	Exact match	AU_Generic_P-V_Office	Wfh_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_736737512845_x175041561261#off-pro	20	1	3.25
[business stationery suppliers]	Exact match	AU_Generic_P-V_Office	Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_315422372539_x175041559861#off-pro	16	1	3.33
"""power tools wholesale"""	Phrase match	AU_Generic_P-V_Crafts	Hand-Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_302809352790_y181713035881#mro	7	1	2.92
"""insulation wholesale"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_12536451390_y181713035161#mro	5	1	5.91
[amazon business contact]	Exact match	AU_Brand_Exact	Navigation_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_377299731535_x182824221567	15	1	19.74
"""suppliers items"""	Phrase match	AU_Generic	Suppliers_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1458913160074_y174297844970	26	1	6
"""b2b companies"""	Phrase match	AU_Generic	B2B_Enterprise_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_159763309_y174297845730	26	1	6.61
[wholesale briefs]	Exact match	AU_Generic_P-V_Apparel	Underwear_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_366118624797_x182644071961	3	1	2.38
"""boots suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Shoes_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_312275928386_y179602178353	21	1	5.91
[wholesale knickers]	Exact match	AU_Generic_P-V_Apparel	Underwear_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1052545395_x182644071961	11	1	4.47
[wholesale jeans]	Exact match	AU_Generic_P-V_Apparel	Bottoms_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_303350332463_x182644071001	3	1	6.45
[bulk strings]	Exact match	AU_Generic_P-V_Apparel	Underwear_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_314950818707_x182644073641	3	1	2.28
[bulk ear protection]	Exact match	AU_Generic_P-V_Safety	Equipment-Gear_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_saf_380318146064_x179165236978	7	1	4.32
[wholesale nail files]	Exact match	AU_Generic_P-V_Beauty	Nail-Care_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_303104612088_x181712970841#sal-spa	3	1	16.8
"""hardware wholesale"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_151030810_y181713035161#mro	8	1	5.57
[power tools wholesale]	Exact match	AU_Generic_P-V_Crafts	Hand-Tools_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_308166137705_x175500734301#mro	3	1	2.85
"""hand soaps supplier"""	Phrase match	AU_Generic_P-V_Janitorial	Soap_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_1435818341739_y175435632662#cle-jan	22	1	8.44
"""professional kitchen mats"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_366310185986_y175435629982#cle-jan	29	1	4.77
[bulk cereals]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_468037659101_x173370681730	9	1	13.18
[bulk biscuits]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_317958029195_x173370681730	21	1	2.15
"""bulk cereals"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_334895911111_y173370685170	26	1	1.9
[bulk vodka]	Exact match	AU_Generic_P-V_Food	Drinks_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_331316447004_x173370678890	5	1	8
[wholesale cooking ingredients]	Exact match	AU_Generic_P-V_Food	Food_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_376339260699_x173370681770	8	1	6.66
[bulk chopping boards]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_372995565751_x173370680770	2	1	1.66
"""bonnets suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1434094900740_y179602179833	3	1	3.82
[shoes distributors]	Exact match	AU_Generic_P-V_Apparel	Shoes_Distributors_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_308147199977_x182644071241	20	1	4.51
[wholesale tights]	Exact match	AU_Generic_P-V_Apparel	Hosiery & Socks_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_317863880054_x182644074441	2	1	5.89
[scarves distributors]	Exact match	AU_Generic_P-V_Apparel	Accessories_Distributors_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_864430195891_x182644074161	6	1	13.6
"""scrunchies suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1435916431353_y179602179273	28	1	3.98
"""bulk human hair"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_303432695217_y178961838456	15	1	2.4
"""shea butter distributors"""	Phrase match	AU_Generic_P-V_Beauty	Skin-Care_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_327835571924_y178961840856#sal-spa	9	1	3.29
"""bulk hydrogen peroxide"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_325967061749_y178961838456	39	1	9.96
[garden tools wholesale]	Exact match	AU_Generic_P-V_Crafts	Hand-Tools_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_316801574793_x175500734301#mro	5	1	4.38
[hardware bulk]	Exact match	AU_Generic_P-V_Crafts	Professional-Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_cra_431748769817_x175500734821	2	1	4.76
[wholesale items]	Exact match	AU_Generic	Wholesales_Products_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_17135991_x183777804848	22	1	5.76
[buy bulk online]	Exact match	AU_Generic	Bulk_Buy_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_298550608278_x183777804368	5	1	1.89
[bulk dish soap]	Exact match	AU_Generic_P-V_Janitorial	Soap_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_300125609038_x175435634382	37	1	5.27
"""industrial glass cleaners"""	Phrase match	AU_Generic_P-V_Janitorial	Industrial-Chemicals_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_420609960237_y175435632902#cle-jan	69	1	7.26
[bulk tissues]	Exact match	AU_Generic_P-V_Janitorial	Paper_Bulk_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_308668459910_x175435631942#cle-jan	3	1	2.25
[wholesale cornflakes]	Exact match	AU_Generic_P-V_Food	Food_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_414726199340_x173370681770	6	1	16.53
[bulk bakery box]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_341134376100_x173370680770	6	1	3.98
[wholesale computers]	Exact match	AU_Generic_P-V_Electronics	Computers_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_49652913_x179165230738#comp	2	1	6.69
[wholesale cd]	Exact match	AU_Generic_P-V_Electronics	CDs_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_300378567082_x179165231258#comp	10	1	3.48
[wholesale sweaters baby]	Exact match	AU_Generic_P-V_Apparel	Tops Baby_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_863948804119_x182644073481	1	1	3.43
"""bulk leggings"""	Phrase match	AU_Generic_P-V_Apparel	Hosiery & Socks_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_297992682180_y179602182393	14	1	5.1
[wholesale women polo shirts]	Exact match	AU_Generic_P-V_Apparel	Tops Women_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_378141701001_x182644071321	1	1	2.79
[bulk party bags]	Exact match	AU_Generic_P-V_Celebrations	Party_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_11926660081_x175435638222	4	1	2.68
[bulk christmas decorations]	Exact match	AU_Generic_P-V_Celebrations	Christmas_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_celec_539019759_x175435638142	11	1	3.88
"""wholesale shampoo"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Styling_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_364120882277_y178961840096#sal-spa	7	1	3.01
"""wholesale body brushes"""	Phrase match	AU_Generic_P-V_Beauty	Bath_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_314109322445_y178961838176#sal-spa	5	1	5.36
[cosmetic salon wholesaler]	Exact match	AU_Generic_P-V_Beauty	Wholesalers_Cosmetics_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_860140507418_x181712968721#sal-spa	8	1	2.85
