=== BRAND SHEET (all rows) ===
Campaign|(Multiple Items)|||||||||||||||||||||||||||
Account|(Multiple Items)|||||||||||||||||||||||||||
|Column Labels|||||||||||||||||||||||||||
|2025|||2026||||||||||||||||||||||||
|Qtr2|Qtr3|Qtr4|Qtr1||||||||||||||||||||||||
Values||||||||||||||||||||||||||||
Sum of Cost|26874.690000000002|70401.6|49274.240000000005|15815.93||||||||||||||||||||||||
Sum of Clicks|10118|15379|15062|3693||||||||||||||||||||||||
Sum of EFID RefMarker Reg(CT+VT)|0|429|1290|254||||||||||||||||||||||||
Sum of CPA (EFID-Ref)|#DIV/0!|164.1062937062937|38.19708527131783|62.26744094488189||||||||||||||||||||||||
Sum of REF_Registrations_2(CT+VT)|1211|1653|1337|247||||||||||||||||||||||||
Sum of CPA (RefReg2)|22.192146985962015|42.590199637023595|36.8543305908751|64.0321052631579||||||||||||||||||||||||
Sum of Reg|1211|1041|1313.5|250.5||||||||||||||||||||||||
Sum of CPA (Reg)|22.192146985962015|67.62881844380404|37.513696231442715|63.13744510978044||||||||||||||||||||||||
